ID,coho,area,ppt.su.2000,ppt.su.2001,ppt.su.2002,ppt.su.2003,ppt.su.2004,ppt.su.2005,ppt.su.2006,ppt.su.2007,ppt.su.2008,ppt.su.2009,ppt.su.2010,ppt.su.2011,ppt.fa.2000,ppt.fa.2001,ppt.fa.2002,ppt.fa.2003,ppt.fa.2004,ppt.fa.2005,ppt.fa.2006,ppt.fa.2007,ppt.fa.2008,ppt.fa.2009,ppt.fa.2010,ppt.fa.2011,ccap.decid,ccap.open,ccap.evgrn,ccap.hdev,ccap.ldev,ccap.mdev,ccap.mxforest,ccap.wetland,ccap.ag,ccap.other,roads.1,roads.2,roads.3,roads.4,roads.5,nlcd.imperv,restoration,pop.census,pop.lscan,traffic
567,1,7463619,32,66,26,13,114,41,8,65,73,41,18,28,197,336,94,348,175,256,428,199,260,361,218,245,0.045,0.181,0.117,0.027,0.293,0.102,0.060,0.063,0.030,0.082,0,0,0,1585,3719,0.2165,0.0000,672.71,328.99,23571.6
568,0,3733860,26,72,23,10,96,26,6,58,66,27,17,28,189,348,93,371,163,256,454,198,228,315,225,239,0.029,0.033,0.491,0.006,0.228,0.073,0.100,0.023,0.000,0.018,0,0,0,769,4721,0.1397,0.0000,910.84,880.40,5552.7
569,0,6213469,30,69,25,11,118,39,8,63,65,32,16,28,196,341,95,356,170,261,436,201,242,345,225,234,0.011,0.124,0.169,0.050,0.395,0.183,0.013,0.008,0.001,0.047,0,0,647,476,7311,0.3152,0.0000,1390.81,1050.05,29631.8
570,0,14128906,31,69,26,11,122,41,9,63,68,36,16,28,196,340,95,353,172,263,435,203,246,354,222,237,0.013,0.100,0.443,0.020,0.129,0.061,0.029,0.004,0.053,0.148,0,0,333,178,2937,0.1159,0.0000,419.49,310.11,9815.9
571,0,8132848,33,68,27,11,129,44,10,65,74,42,17,28,198,338,96,349,177,262,433,206,259,365,220,245,0.018,0.180,0.211,0.001,0.371,0.049,0.070,0.009,0.041,0.049,0,0,131,497,5516,0.1809,0.0000,851.94,411.79,7573.1
572,1,3179129,25,75,25,10,93,25,7,59,61,29,16,29,190,358,97,375,171,269,469,201,227,320,233,242,0.010,0.039,0.400,0.075,0.081,0.102,0.044,0.004,0.000,0.245,0,0,0,0,1241,0.2201,0.0000,333.95,42.07,140.6
573,0,3275596,26,75,25,10,95,27,6,58,63,27,16,29,191,353,94,373,167,262,457,197,224,312,225,235,0.032,0.007,0.788,0.000,0.028,0.010,0.089,0.002,0.000,0.043,0,0,0,0,857,0.0181,0.0000,158.04,109.30,0.0
574,1,3283081,26,72,23,10,95,26,6,58,66,27,17,28,189,348,94,370,162,255,451,198,228,314,225,238,0.042,0.069,0.087,0.021,0.495,0.190,0.062,0.000,0.000,0.034,0,0,0,1925,10243,0.3273,0.0000,1737.18,1020.58,14026.7
575,0,5420248,26,71,22,10,95,26,6,58,66,28,17,28,189,347,94,370,162,254,447,196,228,314,223,237,0.027,0.307,0.082,0.031,0.306,0.128,0.041,0.001,0.005,0.072,0,0,0,906,10874,0.2443,0.1845,1129.08,938.10,13397.7
576,0,3481079,27,71,19,10,90,26,6,57,68,28,17,29,188,350,95,374,159,247,442,199,236,323,224,248,0.027,0.125,0.095,0.018,0.313,0.155,0.017,0.000,0.001,0.248,0,0,0,714,3437,0.2251,0.0000,816.78,644.03,3493.8
577,0,3872047,27,70,20,10,94,28,6,58,70,28,17,28,188,348,94,372,157,246,435,196,236,322,222,247,0.027,0.053,0.078,0.045,0.479,0.261,0.042,0.000,0.000,0.015,0,0,0,1314,9475,0.3807,0.0000,2105.21,1621.92,12236.7
578,0,5152657,28,72,17,9,90,28,5,56,70,28,17,28,187,349,94,376,153,244,433,198,241,327,225,255,0.060,0.032,0.018,0.042,0.460,0.305,0.045,0.000,0.000,0.038,0,0,0,1656,11270,0.4026,0.0000,2326.11,1506.26,22060.5
579,0,2276607,28,72,17,9,90,28,5,56,70,28,17,28,187,349,94,376,153,244,433,198,241,327,225,255,0.042,0.036,0.025,0.055,0.376,0.423,0.029,0.000,0.000,0.014,0,1409,0,2328,11827,0.4569,0.0000,2742.10,1278.53,75842.2
580,0,2438510,27,71,16,9,87,27,5,55,69,27,17,28,188,353,96,380,156,244,433,199,241,328,226,256,0.092,0.027,0.075,0.016,0.292,0.405,0.087,0.000,0.000,0.006,0,0,0,712,8251,0.3794,0.0000,2208.33,1150.94,12310.4
581,0,1977513,27,71,17,8,84,27,5,56,69,26,17,29,191,362,101,390,163,249,441,202,243,334,229,260,0.071,0.015,0.528,0.001,0.117,0.095,0.141,0.000,0.000,0.031,0,0,0,0,5600,0.1145,0.0000,827.42,473.35,1107.5
582,0,2277926,27,71,16,9,85,28,5,56,69,26,17,29,189,358,99,387,161,247,436,199,240,330,227,257,0.032,0.048,0.489,0.064,0.134,0.130,0.055,0.000,0.000,0.048,0,0,23,378,10946,0.2060,0.0000,483.55,249.46,3107.1
583,0,4442704,27,69,15,9,86,28,4,55,69,26,17,28,186,346,92,375,152,238,417,191,235,321,220,250,0.012,0.040,0.002,0.072,0.326,0.539,0.006,0.000,0.002,0.003,0,0,1184,390,13416,0.5269,0.0000,2241.56,1415.82,15233.4
584,1,1716045,27,68,15,9,86,28,4,55,69,26,17,28,186,343,90,373,150,236,411,188,232,319,218,249,0.124,0.033,0.014,0.011,0.379,0.279,0.068,0.000,0.001,0.091,0,0,1847,2143,10826,0.3278,0.0000,1475.89,432.72,31865.1
585,0,2910615,27,66,15,10,90,31,4,56,66,27,17,28,187,344,89,373,151,240,411,184,233,323,218,254,0.029,0.026,0.007,0.109,0.342,0.452,0.012,0.000,0.000,0.022,0,0,976,2849,15323,0.5188,0.0000,2992.67,3345.29,40277.1
586,1,18090388,26,74,21,11,137,37,9,57,57,33,11,32,178,349,103,355,178,284,478,234,254,383,247,252,0.034,0.003,0.493,0.002,0.015,0.003,0.070,0.054,0.047,0.278,0,0,0,0,262,0.0152,0.0000,19.08,8.60,39.2
587,1,27536842,30,72,27,12,151,43,10,59,62,35,11,30,192,381,120,364,195,290,446,242,241,383,218,224,0.021,0.000,0.501,0.000,0.008,0.000,0.064,0.034,0.000,0.372,0,0,0,0,54,0.0092,0.0000,7.31,1.49,0.0
588,1,40580152,31,75,27,10,156,45,11,59,60,38,10,29,201,389,125,369,203,287,447,270,240,399,212,217,0.007,0.000,0.594,0.000,0.010,0.001,0.078,0.012,0.000,0.298,0,0,0,0,613,0.0114,0.0000,3.94,1.31,0.0
589,1,22408080,35,76,31,13,165,52,13,59,68,39,13,33,218,432,153,405,243,333,471,267,259,395,239,246,0.004,0.000,0.523,0.000,0.006,0.001,0.014,0.006,0.000,0.447,0,0,0,0,725,0.0077,0.0000,6.67,0.02,0.0
590,0,34350052,35,81,29,12,169,56,15,60,70,42,11,35,237,493,171,443,279,372,535,296,292,418,278,285,0.013,0.000,0.652,0.000,0.013,0.001,0.058,0.008,0.000,0.255,0,0,0,0,468,0.0114,0.0000,1.70,0.14,0.0
591,0,19953462,33,80,26,10,161,53,12,56,59,39,9,28,218,460,149,418,247,336,496,294,277,414,241,247,0.009,0.000,0.743,0.000,0.002,0.000,0.072,0.012,0.000,0.162,0,0,0,0,285,0.0076,0.0000,0.00,0.30,0.0
592,0,25608871,39,92,32,16,185,70,19,65,89,48,15,50,308,678,257,617,398,500,623,324,337,439,353,354,0.007,0.000,0.569,0.000,0.019,0.002,0.008,0.002,0.000,0.393,0,0,0,0,679,0.0104,0.0000,2.28,0.15,0.0
593,0,6862134,15,70,13,12,97,29,5,64,64,34,17,36,204,457,133,500,219,338,564,239,336,449,320,323,0.151,0.081,0.105,0.000,0.115,0.011,0.108,0.040,0.001,0.388,0,0,0,13,24,0.0593,0.0000,80.26,8.57,107.1
594,0,10905127,14,67,12,12,97,28,5,63,58,34,17,36,202,448,126,490,215,333,544,226,321,424,314,317,0.070,0.160,0.094,0.011,0.129,0.034,0.091,0.105,0.099,0.207,0,0,0,156,94,0.0996,0.0000,150.16,92.74,2142.7
595,1,11036883,21,81,15,13,109,37,8,70,80,38,18,40,220,491,167,548,240,359,664,298,385,566,382,373,0.094,0.006,0.344,0.000,0.015,0.000,0.212,0.006,0.001,0.322,0,0,0,0,768,0.0074,0.6342,96.08,28.16,103.5
596,1,10527523,18,71,18,11,94,31,6,67,65,34,18,35,204,445,139,500,215,328,552,234,314,421,300,311,0.121,0.109,0.079,0.001,0.085,0.005,0.212,0.083,0.208,0.097,0,0,0,251,1976,0.0506,0.8549,184.11,76.21,1463.9
597,1,5299803,22,75,21,11,93,30,7,66,67,32,17,34,203,422,129,458,210,312,537,230,286,390,276,294,0.119,0.080,0.201,0.000,0.083,0.005,0.192,0.047,0.159,0.115,0,0,0,467,1411,0.0403,0.0000,249.79,49.02,1346.2
598,1,8987335,17,71,15,11,96,31,5,67,66,35,18,36,205,457,139,514,220,337,558,235,325,434,312,318,0.106,0.135,0.205,0.003,0.171,0.049,0.187,0.092,0.001,0.053,0,0,0,958,3948,0.1082,0.6676,511.56,443.60,4003.2
599,1,14269361,19,71,19,11,95,29,7,64,64,33,17,35,201,418,128,448,208,309,534,226,287,393,288,302,0.175,0.117,0.121,0.005,0.139,0.043,0.185,0.039,0.054,0.122,0,0,0,791,2465,0.0938,0.5606,404.53,277.15,4022.4
600,1,14520496,20,74,21,11,94,28,7,63,63,33,17,34,197,399,120,433,199,299,521,217,269,372,262,285,0.056,0.074,0.185,0.097,0.172,0.186,0.064,0.004,0.063,0.099,624,0,281,1141,3707,0.2819,0.8264,491.22,392.52,43006.0
601,1,13284999,18,70,18,11,97,29,7,63,61,33,17,36,195,408,118,436,200,305,531,221,286,388,284,299,0.032,0.109,0.129,0.095,0.324,0.193,0.053,0.017,0.006,0.042,456,0,40,1938,5653,0.3451,0.7527,1111.56,1072.64,57696.5
602,1,9449738,19,72,19,11,99,28,7,63,59,33,16,35,193,398,114,420,194,301,518,219,278,381,276,288,0.033,0.165,0.126,0.006,0.304,0.081,0.044,0.059,0.033,0.148,0,0,0,664,5220,0.1827,0.0000,904.86,591.13,5081.0
603,1,8106649,13,67,12,12,97,28,5,63,59,34,17,36,199,442,120,481,210,329,540,224,319,417,316,321,0.046,0.209,0.034,0.094,0.286,0.194,0.053,0.034,0.013,0.036,1145,46,0,2255,5997,0.3414,0.4934,866.17,1003.53,72465.2
604,1,8775387,13,68,12,12,97,28,5,66,60,34,19,36,199,440,121,479,210,327,545,224,322,418,314,321,0.048,0.083,0.069,0.074,0.384,0.225,0.070,0.004,0.001,0.041,334,0,0,2503,8617,0.3623,0.0000,1401.08,1885.47,44736.5
605,1,9431438,21,80,15,12,106,38,8,70,84,38,19,41,236,525,188,588,263,377,681,302,392,576,390,378,0.083,0.007,0.486,0.000,0.031,0.001,0.142,0.016,0.013,0.223,0,0,0,0,1006,0.0147,0.0000,47.37,23.50,206.8
606,1,6789505,15,71,14,12,96,29,5,67,63,34,19,36,202,452,132,498,216,333,553,229,327,428,315,321,0.056,0.086,0.080,0.172,0.227,0.237,0.082,0.032,0.001,0.027,0,589,0,1326,9027,0.4133,0.2946,1321.43,1509.00,43039.1
607,1,8253696,17,73,14,12,100,33,6,67,70,35,18,38,209,470,145,519,226,345,593,255,347,481,334,335,0.111,0.015,0.352,0.000,0.015,0.000,0.143,0.063,0.029,0.273,0,0,0,0,707,0.0089,0.9693,62.96,20.74,753.9
608,1,7149218,15,70,14,12,97,29,5,65,63,34,18,36,203,452,131,498,216,334,553,230,327,429,315,321,0.080,0.059,0.207,0.063,0.131,0.083,0.141,0.093,0.003,0.140,0,390,0,684,2148,0.1689,0.0000,350.17,381.47,13046.8
609,1,8940077,13,68,12,12,97,28,5,63,59,34,17,36,200,446,123,487,212,331,542,225,321,420,316,320,0.108,0.161,0.059,0.026,0.243,0.121,0.108,0.093,0.006,0.075,0,59,0,1487,5753,0.2232,0.5593,772.31,879.30,9141.5
610,0,14358508,18,71,17,12,100,29,7,63,59,33,16,36,193,402,115,427,196,304,521,220,284,387,283,292,0.026,0.073,0.149,0.008,0.247,0.072,0.069,0.079,0.120,0.157,0,0,0,669,4248,0.1508,0.0000,899.92,593.37,7195.3
611,1,9473872,16,66,15,11,99,29,6,64,60,33,17,36,197,421,120,450,204,313,536,225,302,403,304,310,0.069,0.136,0.038,0.036,0.268,0.150,0.081,0.091,0.048,0.083,0,0,0,1160,7018,0.2466,0.0000,1356.26,1061.87,16614.5
612,1,13243003,13,66,13,12,98,28,6,63,59,34,17,36,199,437,119,475,209,327,538,224,315,414,315,320,0.069,0.174,0.062,0.039,0.232,0.105,0.087,0.098,0.022,0.111,0,0,0,990,3853,0.2123,0.0000,574.19,597.55,11759.0
613,1,13022214,15,67,15,11,101,29,6,63,58,33,17,36,196,420,119,450,204,316,530,226,300,402,303,307,0.029,0.192,0.083,0.013,0.224,0.149,0.070,0.046,0.106,0.089,0,0,0,956,6195,0.2119,0.0000,955.26,818.56,10198.8
614,1,12882179,15,69,13,12,102,29,6,62,57,33,16,36,197,427,121,462,209,322,529,230,302,406,309,310,0.081,0.130,0.069,0.009,0.133,0.033,0.111,0.065,0.224,0.145,0,0,0,721,1877,0.0869,0.1553,196.17,143.48,5602.5
615,1,14880305,18,70,17,12,106,29,7,63,57,33,16,35,193,402,117,426,199,309,515,224,285,393,289,292,0.034,0.019,0.357,0.000,0.042,0.007,0.119,0.125,0.164,0.133,0,0,0,380,1676,0.0243,0.0000,127.40,85.15,2494.5
616,0,9609357,19,71,16,12,109,29,7,61,56,33,16,36,192,402,119,424,201,312,516,227,284,395,292,294,0.064,0.001,0.532,0.000,0.002,0.000,0.171,0.101,0.001,0.129,0,0,0,2,296,0.0019,0.0000,22.75,7.17,264.8
617,1,11170021,18,72,14,12,108,30,7,60,57,33,16,36,194,413,124,438,207,320,522,230,290,400,301,301,0.090,0.007,0.331,0.001,0.031,0.003,0.132,0.108,0.055,0.244,0,0,0,109,959,0.0169,0.0000,64.67,22.26,677.3
618,1,7259795,19,73,14,13,110,30,7,60,56,33,16,36,195,414,125,437,209,322,524,231,291,401,303,302,0.085,0.036,0.282,0.000,0.058,0.004,0.126,0.102,0.016,0.291,0,0,0,194,1260,0.0303,0.1377,136.16,56.90,373.0
619,0,9841960,21,74,17,13,113,31,8,59,54,31,14,34,187,384,115,396,195,308,500,232,262,391,271,274,0.008,0.000,0.491,0.000,0.008,0.001,0.024,0.005,0.001,0.461,0,0,0,351,180,0.0060,0.0000,9.54,1.08,1721.4
620,1,7441014,19,73,14,13,113,30,7,60,57,33,17,36,192,404,124,425,204,317,517,232,282,397,295,295,0.052,0.002,0.389,0.001,0.015,0.002,0.160,0.059,0.041,0.279,0,0,0,527,648,0.0113,0.0000,79.42,21.45,524.2
621,1,6239504,22,73,15,13,122,31,8,56,54,30,15,34,188,393,124,402,202,314,512,236,268,397,282,283,0.067,0.003,0.466,0.000,0.003,0.000,0.105,0.036,0.012,0.308,0,0,0,78,1247,0.0060,0.0000,27.37,9.51,51.0
622,1,15154032,23,77,17,12,123,34,8,56,52,31,13,32,184,371,111,377,189,303,496,235,255,392,256,261,0.022,0.052,0.277,0.006,0.075,0.021,0.069,0.021,0.122,0.336,0,0,241,402,1746,0.0522,0.0000,143.31,131.61,2462.8
623,1,5575998,21,74,16,13,115,31,8,58,53,30,15,34,187,386,118,397,197,310,504,234,263,394,274,276,0.003,0.017,0.168,0.000,0.028,0.001,0.026,0.019,0.307,0.431,0,0,0,1064,541,0.0161,0.0000,65.04,16.89,1812.1
624,0,6550510,22,74,16,12,123,32,8,55,52,29,14,33,186,387,122,393,201,312,509,237,262,397,273,276,0.045,0.018,0.610,0.000,0.030,0.001,0.084,0.036,0.004,0.172,0,0,472,451,1299,0.0214,0.0000,57.76,28.37,2091.2
625,1,8698303,22,76,16,12,123,33,8,55,51,29,14,33,184,378,116,383,195,307,503,237,257,395,263,268,0.021,0.019,0.271,0.000,0.032,0.001,0.052,0.020,0.375,0.209,0,0,213,279,1182,0.0205,0.0000,88.22,38.50,1647.5
626,1,3797056,23,77,17,11,125,35,8,55,51,31,13,31,182,365,110,369,187,301,492,236,252,392,251,255,0.041,0.000,0.349,0.000,0.010,0.001,0.114,0.036,0.106,0.343,0,0,0,411,286,0.0072,0.0000,43.37,11.22,670.2
627,1,11580917,25,79,18,12,133,37,9,56,56,33,13,34,182,368,115,369,192,304,505,240,261,391,269,272,0.028,0.023,0.464,0.000,0.021,0.004,0.109,0.010,0.115,0.226,0,0,0,115,489,0.0165,0.0863,31.71,14.19,312.2
628,0,9445004,24,74,21,11,129,34,8,58,54,33,11,30,179,341,96,350,168,276,451,227,242,379,219,226,0.034,0.070,0.235,0.001,0.097,0.005,0.130,0.056,0.103,0.269,0,0,0,376,2282,0.0491,0.0000,221.14,149.64,664.4
629,1,10584783,26,72,21,11,132,36,8,57,55,32,11,31,177,346,99,356,174,283,478,231,253,385,243,249,0.110,0.016,0.283,0.000,0.028,0.001,0.245,0.054,0.038,0.224,0,0,0,360,1244,0.0159,0.0000,93.35,55.73,428.6
630,1,9149354,23,73,21,11,133,32,8,58,55,32,10,29,177,328,94,339,162,264,441,230,238,376,215,220,0.048,0.000,0.301,0.000,0.019,0.001,0.111,0.067,0.264,0.189,0,0,0,0,1357,0.0125,0.0000,56.41,24.67,0.0
631,1,10964305,16,68,16,12,97,29,6,66,62,33,18,36,200,432,127,467,209,320,545,227,310,411,305,314,0.071,0.148,0.058,0.047,0.252,0.131,0.067,0.125,0.060,0.041,300,0,0,1698,4359,0.2396,0.3648,968.07,810.28,35908.1
632,0,11823525,18,70,17,12,104,29,7,63,58,33,17,36,194,408,117,434,200,309,524,222,293,394,293,299,0.050,0.064,0.102,0.006,0.145,0.077,0.077,0.104,0.234,0.141,0,0,0,544,3846,0.1184,0.0000,581.70,429.48,5133.0
633,1,4927629,13,69,12,12,96,29,5,66,60,34,19,37,201,447,126,489,213,330,547,225,324,422,316,321,0.071,0.080,0.067,0.060,0.259,0.190,0.036,0.026,0.000,0.212,500,911,0,1881,7446,0.2829,0.8117,1230.45,1711.22,76261.3
634,1,6030026,13,69,12,12,97,28,5,67,60,34,19,36,199,441,124,483,210,327,548,224,326,420,313,320,0.097,0.126,0.012,0.053,0.373,0.141,0.081,0.079,0.020,0.019,756,0,0,1911,7278,0.2889,0.0000,1075.15,820.69,65124.8
635,1,5756611,25,71,22,11,133,35,8,57,56,32,11,30,176,339,95,350,169,275,464,229,247,381,232,237,0.028,0.002,0.252,0.000,0.008,0.001,0.179,0.070,0.060,0.401,0,0,0,262,725,0.0057,0.0000,89.74,41.66,329.0
636,1,3422311,18,72,17,11,95,32,6,68,64,34,18,35,205,449,140,510,216,331,555,235,321,427,304,314,0.206,0.091,0.109,0.001,0.104,0.015,0.156,0.081,0.093,0.144,0,0,0,0,2602,0.0642,1.1688,234.89,99.76,3100.3
637,0,1660718,17,71,15,11,96,32,5,67,65,35,18,36,205,456,139,515,219,336,555,235,321,431,309,316,0.173,0.221,0.183,0.003,0.155,0.021,0.180,0.007,0.001,0.057,0,0,0,1093,3949,0.0980,0.0000,879.11,301.09,10096.0
638,0,2409734,16,69,13,12,98,32,5,67,68,35,18,37,204,461,136,507,219,339,569,241,331,452,314,320,0.096,0.112,0.092,0.010,0.094,0.047,0.064,0.109,0.145,0.230,0,908,0,831,2820,0.0749,0.0000,107.60,122.93,22871.7
639,0,4484102,16,70,14,12,97,30,5,66,66,34,19,36,203,457,135,504,218,337,562,235,330,440,315,321,0.052,0.156,0.236,0.013,0.156,0.072,0.104,0.090,0.011,0.109,0,1044,0,1598,3369,0.1405,0.8920,248.03,304.49,34152.8
640,1,2765682,17,71,15,11,96,32,5,67,66,35,18,36,206,459,142,520,221,338,559,237,322,435,310,316,0.125,0.060,0.393,0.002,0.071,0.012,0.261,0.019,0.000,0.058,0,0,0,0,3521,0.0488,0.7231,585.61,380.40,536.1
641,0,2813442,18,74,17,12,93,33,5,67,69,35,18,34,207,456,145,531,222,338,561,244,316,436,304,312,0.166,0.075,0.276,0.000,0.108,0.006,0.257,0.002,0.000,0.109,0,0,0,0,4489,0.0572,0.0000,421.34,115.77,5373.1
642,0,3505867,17,73,17,12,93,33,5,67,67,35,18,35,205,454,141,523,220,336,555,240,316,431,305,312,0.207,0.072,0.174,0.000,0.146,0.018,0.263,0.004,0.015,0.102,0,0,0,0,4790,0.0793,0.0000,451.90,151.55,3056.7
643,1,2693052,15,70,14,11,95,31,5,67,62,34,18,36,202,451,133,501,216,332,550,229,322,425,311,318,0.138,0.124,0.088,0.007,0.385,0.093,0.128,0.000,0.000,0.036,0,0,0,927,7644,0.2066,0.0000,1333.91,576.57,7567.3
644,0,2308098,13,70,12,12,96,29,5,67,60,34,19,37,201,449,128,492,214,330,549,226,325,423,316,321,0.067,0.043,0.037,0.062,0.448,0.290,0.035,0.000,0.000,0.018,0,0,0,1211,12551,0.4061,0.0000,2566.62,1256.02,23467.6
645,1,1396590,13,70,12,12,96,29,5,67,60,34,19,37,201,447,127,490,213,329,549,226,325,422,315,321,0.026,0.013,0.001,0.512,0.151,0.183,0.019,0.005,0.000,0.091,0,0,0,2409,10033,0.6434,0.0000,1198.32,1525.63,33162.0
646,1,2994026,15,69,14,12,97,29,5,68,62,34,19,36,201,445,128,491,212,328,550,227,325,423,310,318,0.090,0.088,0.075,0.005,0.396,0.131,0.121,0.039,0.011,0.044,0,0,0,1422,8519,0.2412,0.0000,1277.30,716.85,6897.9
647,1,2434251,17,70,16,11,95,32,6,68,64,34,18,35,203,450,136,506,216,331,553,232,321,427,307,315,0.159,0.118,0.156,0.001,0.133,0.021,0.192,0.040,0.047,0.133,0,0,0,1145,3101,0.0819,0.0000,345.14,103.78,4205.1
648,1,2781731,19,74,18,11,93,33,6,67,65,35,18,34,207,450,148,522,219,333,557,240,316,427,299,310,0.119,0.035,0.275,0.000,0.057,0.002,0.192,0.007,0.166,0.147,0,0,0,0,2115,0.0313,0.3595,222.45,47.68,2198.7
649,0,1538211,18,74,18,12,92,33,5,67,68,35,18,34,206,453,143,529,221,336,556,243,314,432,302,310,0.208,0.020,0.150,0.001,0.132,0.015,0.261,0.000,0.025,0.188,0,0,0,0,5157,0.0688,0.0000,332.24,130.63,480.8
650,0,1985290,19,74,18,11,93,33,6,67,66,35,18,34,207,451,148,525,220,334,558,242,315,429,299,310,0.213,0.067,0.230,0.001,0.107,0.005,0.258,0.007,0.007,0.107,0,0,0,0,3071,0.0572,0.0000,350.73,144.74,976.0
651,0,4102458,20,77,19,11,90,34,6,67,70,34,17,33,210,447,152,531,219,334,564,250,309,435,291,306,0.073,0.020,0.411,0.000,0.045,0.002,0.214,0.036,0.009,0.189,0,0,0,0,3061,0.0286,0.0000,174.45,90.11,111.4
652,1,6058768,19,74,18,11,92,33,6,67,66,35,18,34,207,449,148,521,218,333,558,241,314,427,296,308,0.060,0.011,0.326,0.000,0.025,0.001,0.230,0.085,0.150,0.112,0,0,0,0,1548,0.0161,0.0000,108.79,34.40,927.4
653,1,1586284,19,74,19,11,93,33,6,67,65,34,18,34,206,447,145,515,217,331,557,237,314,422,293,307,0.172,0.000,0.312,0.000,0.008,0.001,0.351,0.003,0.077,0.077,0,0,0,0,2410,0.0107,1.8912,217.18,22.46,1182.0
654,0,1572316,18,73,20,11,92,32,6,67,66,33,18,34,205,443,141,507,215,329,556,234,311,416,286,303,0.248,0.061,0.048,0.000,0.044,0.002,0.218,0.006,0.208,0.167,0,0,0,0,3094,0.0334,0.0000,213.52,34.04,1492.8
655,1,3325742,19,70,18,11,95,30,7,65,64,33,17,36,203,432,134,462,213,317,541,231,296,403,297,307,0.121,0.109,0.144,0.000,0.083,0.004,0.126,0.097,0.179,0.139,0,0,0,426,1551,0.0484,0.0000,268.12,107.00,3902.7
656,0,2261503,19,74,20,11,92,32,6,67,66,33,18,34,205,439,138,496,214,325,552,234,305,410,283,300,0.144,0.065,0.270,0.000,0.043,0.000,0.260,0.020,0.031,0.165,0,0,0,1001,1335,0.0295,0.0000,231.40,61.66,3042.3
657,0,2209151,20,74,21,11,92,32,6,67,67,33,18,34,205,436,136,489,214,323,549,233,301,406,282,299,0.147,0.016,0.237,0.000,0.128,0.005,0.248,0.018,0.004,0.197,0,0,0,0,2997,0.0511,0.0000,234.56,65.82,1250.8
658,0,3590633,19,77,20,11,91,33,6,66,68,33,18,33,206,441,145,510,216,330,559,239,307,423,285,302,0.127,0.055,0.310,0.000,0.067,0.001,0.240,0.002,0.002,0.196,0,0,0,0,2859,0.0366,0.0000,197.99,61.47,854.1
659,0,2566202,21,78,20,11,90,33,6,66,70,33,18,32,207,435,142,502,215,326,552,241,297,414,281,299,0.070,0.046,0.251,0.000,0.053,0.006,0.273,0.087,0.001,0.213,0,0,0,0,2232,0.0308,0.0000,242.78,63.82,109.4
660,0,2432059,24,78,21,11,91,32,6,66,70,32,18,32,207,427,133,480,212,316,538,237,285,393,275,293,0.100,0.017,0.326,0.001,0.112,0.005,0.201,0.022,0.022,0.194,0,0,0,0,3369,0.0477,0.0000,225.14,71.88,310.4
661,0,3163070,24,77,22,11,93,31,7,67,68,32,17,33,204,424,128,458,211,313,537,232,285,388,274,291,0.165,0.006,0.317,0.000,0.085,0.003,0.270,0.014,0.024,0.115,0,0,0,367,2509,0.0345,0.0000,301.12,67.18,715.3
662,0,2475280,24,77,22,11,93,31,7,67,68,32,17,33,204,422,127,456,210,312,535,231,283,386,273,290,0.139,0.032,0.189,0.000,0.160,0.017,0.195,0.011,0.149,0.110,0,0,0,687,2700,0.0550,0.0000,321.63,83.60,2029.0
663,0,3096076,22,76,22,11,93,29,7,65,66,32,17,33,201,411,124,446,206,307,528,224,275,377,266,286,0.036,0.024,0.475,0.020,0.165,0.055,0.120,0.019,0.010,0.075,0,0,0,621,5044,0.0972,0.0000,563.97,252.95,3623.0
664,0,4541091,22,76,23,11,93,28,7,63,64,32,16,32,198,399,120,434,200,301,517,218,264,362,255,277,0.059,0.271,0.231,0.019,0.148,0.090,0.078,0.001,0.025,0.079,0,0,0,0,6701,0.1621,0.2202,539.99,288.06,0.0
665,0,3044488,21,75,23,11,93,27,7,62,64,33,16,33,197,395,119,430,198,298,513,215,260,359,251,275,0.169,0.145,0.317,0.010,0.091,0.046,0.145,0.006,0.013,0.058,0,0,0,0,3904,0.1007,0.0000,426.34,137.85,0.0
666,1,3037729,21,75,23,11,93,27,7,62,63,33,16,33,196,391,117,426,195,295,511,214,258,357,250,274,0.127,0.066,0.270,0.022,0.165,0.113,0.055,0.015,0.072,0.095,388,0,0,0,4839,0.1583,0.0000,544.66,269.20,18006.0
667,1,1887389,17,72,14,12,97,33,5,67,69,35,18,36,206,463,142,519,222,340,570,243,329,449,314,320,0.203,0.046,0.369,0.000,0.095,0.009,0.216,0.015,0.000,0.047,0,0,0,1274,2381,0.0506,2.6492,531.67,751.26,5607.6
668,1,1243906,17,72,14,12,97,33,5,67,71,35,18,36,207,466,144,523,224,342,576,248,332,456,316,321,0.137,0.061,0.371,0.000,0.080,0.003,0.181,0.033,0.000,0.134,0,0,0,0,3348,0.0454,0.8039,353.58,130.22,0.0
669,0,2421319,18,74,15,12,96,34,5,67,72,35,18,36,209,469,149,532,227,344,579,251,333,458,317,322,0.296,0.026,0.297,0.000,0.039,0.004,0.290,0.000,0.000,0.048,0,0,0,0,3181,0.0250,0.0000,351.25,129.81,0.0
670,1,3819482,17,70,17,11,96,31,6,69,64,34,18,36,203,449,134,502,214,330,554,231,324,427,307,316,0.205,0.145,0.119,0.000,0.131,0.011,0.165,0.093,0.038,0.093,0,0,0,1700,1154,0.0751,1.5709,331.79,156.77,3182.1
